년월,여객/화물,공항코드,공항명,상대공항코드,상대공항명,항공사,운항 출발,운항 도착,여객 출발,여객 도착,무임 출발,무임 도착,환승 출발,환승 도착,화물 출발,화물 도착,수하물 출발,수하물 도착,우편 출발,우편 도착,공급 출발,공급 도착,2LETTER,CARRIER,ROUTE,REGION,(총)출발 여객+환승
Aug-23,여객기,USN,울산,GMP,김포,JNA,30,30,"4,740","4,298",68,65,0,0,0,0,"14,279","15,490",0,0,"5,670","5,670",LJ,LCC,GMP/USN,DOM,"4,740"
Aug-23,여객기,USN,울산,GMP,김포,KAL,58,58,"6,792","6,427",60,55,0,0,0,"3,550","27,773","22,703",0,0,"8,120","8,120",KE,KE,GMP/USN,DOM,"6,792"
Aug-23,여객기,WJU,원주,CJU,제주,JNA,60,60,"8,660","9,443",94,100,0,0,0,0,"46,777","53,669",0,0,"11,339","11,339",LJ,LCC,WJU/CJU,DOM,"8,660"
Aug-23,여객기,YNY,양양,CJJ,청주,EOK,17,17,740,711,7,5,0,0,0,0,"1,313","1,228",0,0,"3,060","3,060",RF,LCC,CJJ/YNY,DOM,740
Sep-23,여객기,CJJ,청주,CJU,제주,AAR,90,90,"11,309","11,741",185,181,0,0,0,0,"56,981","61,762",0,0,"15,915","15,915",OZ,OZ,CJJ/CJU,DOM,"11,309"
Sep-23,여객기,CJJ,청주,CJU,제주,EOK,100,100,"15,298","15,562",218,247,0,0,0,0,"74,179","85,958",0,0,"18,000","18,000",RF,LCC,CJJ/CJU,DOM,"15,298"
Sep-23,여객기,CJJ,청주,CJU,제주,ESR,120,120,"19,446","18,856",234,251,0,0,0,0,"80,993","86,338",528,0,"22,680","22,680",ZE,LCC,CJJ/CJU,DOM,"19,446"
Sep-23,여객기,CJJ,청주,CJU,제주,JJA,129,128,"20,528","20,466",253,203,0,0,0,0,"87,844","99,873",0,0,"24,381","24,192",7C,LCC,CJJ/CJU,DOM,"20,528"
Sep-23,여객기,CJJ,청주,CJU,제주,JNA,210,210,"35,066","34,143",525,494,0,0,0,0,"162,285","184,918",0,0,"39,642","39,642",LJ,LCC,CJJ/CJU,DOM,"35,066"
Sep-23,여객기,CJJ,청주,CJU,제주,KAL,103,103,"15,093","12,568",319,274,0,0,0,0,"79,332","67,104",0,0,"18,020","18,020",KE,KE,CJJ/CJU,DOM,"15,093"
Sep-23,여객기,CJJ,청주,CJU,제주,TWB,114,114,"17,232","17,424",247,315,0,0,0,0,"78,754","89,618",0,0,"21,546","21,546",TW,LCC,CJJ/CJU,DOM,"17,232"
Sep-23,여객기,CJU,제주,CJJ,청주,AAR,90,90,"11,741","11,309",181,185,0,0,0,0,"61,762","56,981",0,0,"15,915","15,915",OZ,OZ,CJJ/CJU,DOM,"11,741"
Sep-23,여객기,CJU,제주,CJJ,청주,EOK,100,100,"15,562","15,298",247,218,0,0,0,0,"85,958","74,179",0,0,"18,000","18,000",RF,LCC,CJJ/CJU,DOM,"15,562"
Sep-23,여객기,CJU,제주,CJJ,청주,ESR,120,120,"18,856","19,446",251,234,0,0,0,0,"86,338","80,993",0,528,"22,680","22,680",ZE,LCC,CJJ/CJU,DOM,"18,856"
Sep-23,여객기,CJU,제주,CJJ,청주,JJA,128,129,"20,466","20,528",203,253,0,0,0,0,"99,873","87,844",0,0,"24,192","24,381",7C,LCC,CJJ/CJU,DOM,"20,466"
Sep-23,여객기,CJU,제주,CJJ,청주,JNA,210,210,"34,143","35,066",494,525,0,0,0,0,"184,918","162,285",0,0,"39,642","39,642",LJ,LCC,CJJ/CJU,DOM,"34,143"
Sep-23,여객기,CJU,제주,CJJ,청주,KAL,103,103,"12,568","15,093",274,319,0,0,0,0,"67,104","79,332",0,0,"18,020","18,020",KE,KE,CJJ/CJU,DOM,"12,568"
Sep-23,여객기,CJU,제주,CJJ,청주,TWB,114,114,"17,424","17,232",315,247,0,0,0,0,"89,618","78,754",0,0,"21,546","21,546",TW,LCC,CJJ/CJU,DOM,"17,424"
Sep-23,여객기,CJU,제주,GMP,김포,AAR,775,777,"132,560","134,304","1,803","1,804",0,0,"927,321","690,053","675,109","650,418",0,0,"157,998","158,839",OZ,OZ,GMP/CJU,DOM,"132,560"
Sep-23,여객기,CJU,제주,GMP,김포,ABL,204,232,"36,235","42,949",337,447,0,0,"8,782",250,"159,511","168,616",0,0,"38,860","44,639",BX,LCC,GMP/CJU,DOM,"36,235"
Sep-23,여객기,CJU,제주,GMP,김포,ASV,78,78,"15,904","16,375",173,184,0,0,74,0,"58,626","63,891",0,0,"17,160","17,160",RS,LCC,GMP/CJU,DOM,"15,904"
Sep-23,여객기,CJU,제주,GMP,김포,ESR,561,562,"100,086","101,235","1,079","1,046",0,0,44,85,"408,534","376,801",0,0,"106,029","106,218",ZE,LCC,GMP/CJU,DOM,"100,086"
Sep-23,여객기,CJU,제주,GMP,김포,JJA,600,603,"104,521","110,752","1,008","1,127",0,0,"7,532",0,"481,415","472,254",0,0,"113,400","113,967",7C,LCC,GMP/CJU,DOM,"104,521"
Sep-23,여객기,CJU,제주,GMP,김포,JNA,270,271,"49,591","49,664",419,482,0,0,"8,140","33,196","212,271","198,091",0,0,"52,009","52,402",LJ,LCC,GMP/CJU,DOM,"49,591"
Sep-23,여객기,CJU,제주,GMP,김포,KAL,732,732,"135,651","133,040","1,982","1,937",0,0,"1,332,840","1,019,366","811,042","735,488",0,0,"151,200","151,200",KE,KE,GMP/CJU,DOM,"135,651"
Sep-23,여객기,CJU,제주,GMP,김포,TWB,410,410,"73,836","74,009",772,753,0,0,0,0,"318,693","303,531",0,0,"77,490","77,490",TW,LCC,GMP/CJU,DOM,"73,836"
Sep-23,여객기,CJU,제주,ICN,인천,AAR,1,,104,,1,,0,,0,,426,,0,,174,,OZ,OZ,ICN/CJU,DOM,104
Sep-23,여객기,CJU,제주,ICN,인천,JJA,4,,248,,1,,0,,0,,704,,0,,756,,7C,LCC,ICN/CJU,DOM,248
Sep-23,여객기,CJU,제주,KPO,포항 경주,JNA,59,60,"6,878","7,065",113,109,0,0,0,0,"36,324","33,480",0,0,"11,151","11,340",LJ,LCC,KPO/CJU,DOM,"6,878"
Sep-23,여객기,CJU,제주,KUV,군산,JNA,32,32,"4,138","4,540",52,50,0,0,0,0,"20,414","22,741",0,0,"6,046","6,046",LJ,LCC,KUV/CJU,DOM,"4,138"
Sep-23,여객기,CJU,제주,KWJ,광주,AAR,150,150,"16,954","18,395",204,197,0,0,0,0,"84,202","83,223",0,0,"26,550","26,550",OZ,OZ,KWJ/CJU,DOM,"16,954"
Sep-23,여객기,CJU,제주,KWJ,광주,JJA,60,60,"10,163","9,572",100,123,0,0,0,0,"44,342","40,790",0,0,"11,340","11,340",7C,LCC,KWJ/CJU,DOM,"10,163"
Sep-23,여객기,CJU,제주,KWJ,광주,JNA,120,120,"19,741","19,396",215,164,0,0,0,0,"86,705","75,030",0,0,"22,626","22,626",LJ,LCC,KWJ/CJU,DOM,"19,741"
Sep-23,여객기,CJU,제주,KWJ,광주,KAL,90,90,"9,823","10,632",130,154,0,0,0,0,"48,932","50,423",0,0,"14,136","14,136",KE,KE,KWJ/CJU,DOM,"9,823"
Sep-23,여객기,CJU,제주,KWJ,광주,TWB,120,120,"19,725","18,733",226,200,0,0,0,0,"92,965","87,735",0,0,"22,680","22,680",TW,LCC,KWJ/CJU,DOM,"19,725"
Sep-23,여객기,CJU,제주,PUS,김해,ABL,316,288,"51,753","50,801",613,578,0,0,"81,189","103,803","246,282","224,467",0,0,"63,578","57,799",BX,LCC,PUS/CJU,DOM,"51,753"
Sep-23,여객기,CJU,제주,PUS,김해,JJA,187,189,"33,429","33,825",377,330,0,0,0,0,"170,129","171,643",0,0,"35,343","35,721",7C,LCC,PUS/CJU,DOM,"33,429"
Sep-23,여객기,CJU,제주,PUS,김해,JNA,120,120,"19,907","20,592",255,245,0,0,"24,374","30,792","101,485","93,366",0,0,"22,624","22,624",LJ,LCC,PUS/CJU,DOM,"19,907"
Sep-23,여객기,CJU,제주,PUS,김해,KAL,182,182,"27,332","28,269",310,318,0,0,"82,009","133,315","164,257","156,513",0,0,"32,872","32,872",KE,KE,PUS/CJU,DOM,"27,332"
Sep-23,여객기,CJU,제주,RSU,여수,AAR,60,60,"7,198","7,060",136,110,0,0,0,0,"34,559","32,897",0,0,"10,086","10,086",OZ,OZ,RSU/CJU,DOM,"7,198"
Sep-23,여객기,CJU,제주,RSU,여수,JNA,30,30,"5,148","4,856",75,82,0,0,0,0,"29,607","26,021",0,0,"5,670","5,670",LJ,LCC,RSU/CJU,DOM,"5,148"
Sep-23,여객기,CJU,제주,TAE,대구,AAR,90,90,"11,352","11,081",166,175,0,0,0,0,"55,424","55,589",0,0,"15,591","15,591",OZ,OZ,TAE/CJU,DOM,"11,352"
Sep-23,여객기,CJU,제주,TAE,대구,JJA,60,60,"10,519","10,236",163,112,0,0,0,0,"54,151","47,657",0,0,"11,340","11,340",7C,LCC,TAE/CJU,DOM,"10,519"
Sep-23,여객기,CJU,제주,TAE,대구,JNA,151,150,"25,162","24,923",339,279,0,0,0,89,"114,968","106,026",0,0,"28,460","28,271",LJ,LCC,TAE/CJU,DOM,"25,162"
Sep-23,여객기,CJU,제주,TAE,대구,TWB,193,193,"32,942","31,892",369,421,0,0,"1,144","35,490","153,855","132,343",0,0,"36,477","36,477",TW,LCC,TAE/CJU,DOM,"32,942"
Sep-23,여객기,CJU,제주,USN,울산,KAL,30,30,"3,822","3,767",102,100,0,0,0,0,"21,710","19,021",0,0,"4,200","4,200",KE,KE,USN/CJU,DOM,"3,822"
Sep-23,여객기,CJU,제주,WJU,원주,JNA,60,60,"8,054","8,141",107,99,0,0,0,0,"42,562","39,758",0,0,"11,340","11,340",LJ,LCC,WJU/CJU,DOM,"8,054"
Sep-23,여객기,GMP,김포,CJU,제주,AAR,777,775,"134,304","132,560","1,804","1,803",0,0,"690,053","927,321","650,418","675,109",0,0,"158,839","157,998",OZ,OZ,GMP/CJU,DOM,"134,304"
Sep-23,여객기,GMP,김포,CJU,제주,ABL,232,204,"42,949","36,235",447,337,0,0,250,"8,782","168,616","159,511",0,0,"44,639","38,860",BX,LCC,GMP/CJU,DOM,"42,949"
Sep-23,여객기,GMP,김포,CJU,제주,ASV,78,78,"16,375","15,904",184,173,0,0,0,74,"63,891","58,626",0,0,"17,160","17,160",RS,LCC,GMP/CJU,DOM,"16,375"
Sep-23,여객기,GMP,김포,CJU,제주,ESR,562,561,"101,235","100,086","1,046","1,079",0,0,85,44,"376,801","408,534",0,0,"106,218","106,029",ZE,LCC,GMP/CJU,DOM,"101,235"
Sep-23,여객기,GMP,김포,CJU,제주,JJA,603,600,"110,752","104,521","1,127","1,008",0,0,0,"7,532","472,254","481,415",0,0,"113,967","113,400",7C,LCC,GMP/CJU,DOM,"110,752"
Sep-23,여객기,GMP,김포,CJU,제주,JNA,271,270,"49,664","49,591",482,419,0,0,"33,196","8,140","198,091","212,271",0,0,"52,402","52,009",LJ,LCC,GMP/CJU,DOM,"49,664"
Sep-23,여객기,GMP,김포,CJU,제주,KAL,732,732,"133,040","135,651","1,937","1,982",0,0,"1,019,366","1,332,840","735,488","811,042",0,0,"151,200","151,200",KE,KE,GMP/CJU,DOM,"133,040"
Sep-23,여객기,GMP,김포,CJU,제주,TWB,410,410,"74,009","73,836",753,772,0,0,0,0,"303,531","318,693",0,0,"77,490","77,490",TW,LCC,GMP/CJU,DOM,"74,009"
Sep-23,여객기,GMP,김포,HIN,사천,JNA,60,60,"8,770","8,579",131,96,0,0,0,0,"21,392","21,985",0,0,"11,340","11,340",LJ,LCC,GMP/HIN,DOM,"8,770"
Sep-23,여객기,GMP,김포,KPO,포항 경주,JNA,30,29,"3,211","3,131",80,62,0,0,0,0,"7,510","7,064",0,0,"5,670","5,481",LJ,LCC,GMP/KPO,DOM,"3,211"
Sep-23,여객기,GMP,김포,KWJ,광주,AAR,61,60,"7,764","7,686",114,88,0,0,0,0,"21,476","24,664",0,0,"10,599","10,425",OZ,OZ,GMP/KWJ,DOM,"7,764"
Sep-23,여객기,GMP,김포,PUS,김해,ABL,248,276,"42,111","43,780",422,367,0,0,"42,755","57,495","106,436","113,081",0,0,"45,707","51,474",BX,LCC,GMP/PUS,DOM,"42,111"
Sep-23,여객기,GMP,김포,PUS,김해,JJA,86,85,"14,353","13,350",89,75,0,0,0,0,"34,166","28,597",0,0,"16,194","16,005",7C,LCC,GMP/PUS,DOM,"14,353"
Sep-23,여객기,GMP,김포,PUS,김해,JNA,60,60,"10,539","9,619",65,40,0,0,0,0,"27,282","15,673",0,0,"11,340","11,340",LJ,LCC,GMP/PUS,DOM,"10,539"
Sep-23,여객기,GMP,김포,PUS,김해,KAL,270,269,"36,024","35,366",292,237,0,0,"64,330","84,105","130,250","137,175",0,0,"40,050","39,952",KE,KE,GMP/PUS,DOM,"36,024"
Sep-23,여객기,GMP,김포,PUS,김해,TWB,118,118,"21,243","21,137",161,116,0,0,0,59,"43,795","42,096",0,0,"22,302","22,302",TW,LCC,GMP/PUS,DOM,"21,243"
Sep-23,여객기,GMP,김포,RSU,여수,AAR,60,60,"6,897","7,383",108,93,0,0,0,0,"26,688","29,653",0,0,"11,049","11,049",OZ,OZ,GMP/RSU,DOM,"6,897"
Sep-23,여객기,GMP,김포,RSU,여수,JNA,30,30,"4,408","3,840",63,35,0,0,0,0,"9,883","10,963",0,0,"5,670","5,670",LJ,LCC,GMP/RSU,DOM,"4,408"
Sep-23,여객기,GMP,김포,TAE,대구,JNA,1,,182,,0,,0,,0,,350,,0,,189,,LJ,LCC,GMP/TAE,DOM,182
Sep-23,여객기,GMP,김포,USN,울산,JNA,29,29,"4,183","4,631",75,57,0,0,0,0,"13,568","13,352",0,0,"5,481","5,481",LJ,LCC,GMP/USN,DOM,"4,183"
Sep-23,여객기,GMP,김포,USN,울산,KAL,60,60,"7,264","7,329",85,72,0,0,"3,918",0,"22,496","27,364",0,0,"8,400","8,400",KE,KE,GMP/USN,DOM,"7,264"
Sep-23,여객기,HIN,사천,GMP,김포,JNA,60,60,"8,579","8,770",96,131,0,0,0,0,"21,985","21,392",0,0,"11,340","11,340",LJ,LCC,GMP/HIN,DOM,"8,579"
Sep-23,여객기,ICN,인천,CJU,제주,AAR,,1,,104,,1,,0,,0,,426,,0,,174,OZ,OZ,ICN/CJU,DOM,0
Sep-23,여객기,ICN,인천,CJU,제주,JJA,,4,,248,,1,,0,,0,,704,,0,,756,7C,LCC,ICN/CJU,DOM,0
Sep-23,여객기,ICN,인천,PUS,김해,KAL,119,119,"15,407","15,596",95,67,0,0,0,0,"293,634","301,078",0,0,"20,270","20,222",KE,KE,ICN/PUS,DOM,"15,407"
Sep-23,여객기,ICN,인천,TAE,대구,KAL,30,30,"1,769","1,909",16,16,0,0,0,0,"36,673","36,221",0,0,"4,200","4,200",KE,KE,ICN/TAE,DOM,"1,769"
Sep-23,여객기,KPO,포항 경주,CJU,제주,JNA,60,59,"7,065","6,878",109,113,0,0,0,0,"33,480","36,324",0,0,"11,340","11,151",LJ,LCC,KPO/CJU,DOM,"7,065"
Sep-23,여객기,KPO,포항 경주,GMP,김포,JNA,29,30,"3,131","3,211",62,80,0,0,0,0,"7,064","7,510",0,0,"5,481","5,670",LJ,LCC,GMP/KPO,DOM,"3,131"
Sep-23,여객기,KUV,군산,CJU,제주,JNA,32,32,"4,540","4,138",50,52,0,0,0,0,"22,741","20,414",0,0,"6,046","6,046",LJ,LCC,KUV/CJU,DOM,"4,540"
Sep-23,여객기,KWJ,광주,CJU,제주,AAR,150,150,"18,395","16,954",197,204,0,0,0,0,"83,223","84,202",0,0,"26,550","26,550",OZ,OZ,KWJ/CJU,DOM,"18,395"
Sep-23,여객기,KWJ,광주,CJU,제주,JJA,60,60,"9,572","10,163",123,100,0,0,0,0,"40,790","44,342",0,0,"11,340","11,340",7C,LCC,KWJ/CJU,DOM,"9,572"
Sep-23,여객기,KWJ,광주,CJU,제주,JNA,120,120,"19,396","19,741",164,215,0,0,0,0,"75,030","86,705",0,0,"22,626","22,626",LJ,LCC,KWJ/CJU,DOM,"19,396"
Sep-23,여객기,KWJ,광주,CJU,제주,KAL,90,90,"10,632","9,823",154,130,0,0,0,0,"50,423","48,932",0,0,"14,136","14,136",KE,KE,KWJ/CJU,DOM,"10,632"
Sep-23,여객기,KWJ,광주,CJU,제주,TWB,120,120,"18,733","19,725",200,226,0,0,0,0,"87,735","92,965",0,0,"22,680","22,680",TW,LCC,KWJ/CJU,DOM,"18,733"
Sep-23,여객기,KWJ,광주,GMP,김포,AAR,60,61,"7,686","7,764",88,114,0,0,0,0,"24,664","21,476",0,0,"10,425","10,599",OZ,OZ,GMP/KWJ,DOM,"7,686"
Sep-23,여객기,PUS,김해,CJU,제주,ABL,288,316,"50,801","51,753",578,613,0,0,"103,803","81,189","224,467","246,282",0,0,"57,799","63,578",BX,LCC,PUS/CJU,DOM,"50,801"
Sep-23,여객기,PUS,김해,CJU,제주,JJA,189,187,"33,825","33,429",330,377,0,0,0,0,"171,643","170,129",0,0,"35,721","35,343",7C,LCC,PUS/CJU,DOM,"33,825"
Sep-23,여객기,PUS,김해,CJU,제주,JNA,120,120,"20,592","19,907",245,255,0,0,"30,792","24,374","93,366","101,485",0,0,"22,624","22,624",LJ,LCC,PUS/CJU,DOM,"20,592"
Sep-23,여객기,PUS,김해,CJU,제주,KAL,182,182,"28,269","27,332",318,310,0,0,"133,315","82,009","156,513","164,257",0,0,"32,872","32,872",KE,KE,PUS/CJU,DOM,"28,269"
Sep-23,여객기,PUS,김해,GMP,김포,ABL,276,248,"43,780","42,111",367,422,0,0,"57,495","42,755","113,081","106,436",0,0,"51,474","45,707",BX,LCC,GMP/PUS,DOM,"43,780"
Sep-23,여객기,PUS,김해,GMP,김포,JJA,85,86,"13,350","14,353",75,89,0,0,0,0,"28,597","34,166",0,0,"16,005","16,194",7C,LCC,GMP/PUS,DOM,"13,350"
Sep-23,여객기,PUS,김해,GMP,김포,JNA,60,60,"9,619","10,539",40,65,0,0,0,0,"15,673","27,282",0,0,"11,340","11,340",LJ,LCC,GMP/PUS,DOM,"9,619"
Sep-23,여객기,PUS,김해,GMP,김포,KAL,269,270,"35,366","36,024",237,292,0,0,"84,105","64,330","137,175","130,250",0,0,"39,952","40,050",KE,KE,GMP/PUS,DOM,"35,366"
Sep-23,여객기,PUS,김해,GMP,김포,TWB,118,118,"21,137","21,243",116,161,0,0,59,0,"42,096","43,795",0,0,"22,302","22,302",TW,LCC,GMP/PUS,DOM,"21,137"
Sep-23,여객기,PUS,김해,ICN,인천,KAL,119,119,"15,596","15,407",67,95,0,0,0,0,"301,078","293,634",0,0,"20,222","20,270",KE,KE,ICN/PUS,DOM,"15,596"
Sep-23,여객기,RSU,여수,CJU,제주,AAR,60,60,"7,060","7,198",110,136,0,0,0,0,"32,897","34,559",0,0,"10,086","10,086",OZ,OZ,RSU/CJU,DOM,"7,060"
Sep-23,여객기,RSU,여수,CJU,제주,JNA,30,30,"4,856","5,148",82,75,0,0,0,0,"26,021","29,607",0,0,"5,670","5,670",LJ,LCC,RSU/CJU,DOM,"4,856"
Sep-23,여객기,RSU,여수,GMP,김포,AAR,60,60,"7,383","6,897",93,108,0,0,0,0,"29,653","26,688",0,0,"11,049","11,049",OZ,OZ,GMP/RSU,DOM,"7,383"
Sep-23,여객기,RSU,여수,GMP,김포,JNA,30,30,"3,840","4,408",35,63,0,0,0,0,"10,963","9,883",0,0,"5,670","5,670",LJ,LCC,GMP/RSU,DOM,"3,840"
Sep-23,여객기,TAE,대구,CJU,제주,AAR,90,90,"11,081","11,352",175,166,0,0,0,0,"55,589","55,424",0,0,"15,591","15,591",OZ,OZ,TAE/CJU,DOM,"11,081"
Sep-23,여객기,TAE,대구,CJU,제주,JJA,60,60,"10,236","10,519",112,163,0,0,0,0,"47,657","54,151",0,0,"11,340","11,340",7C,LCC,TAE/CJU,DOM,"10,236"
Sep-23,여객기,TAE,대구,CJU,제주,JNA,150,151,"24,923","25,162",279,339,0,0,89,0,"106,026","114,968",0,0,"28,271","28,460",LJ,LCC,TAE/CJU,DOM,"24,923"
Sep-23,여객기,TAE,대구,CJU,제주,TWB,193,193,"31,892","32,942",421,369,0,0,"35,490","1,144","132,343","153,855",0,0,"36,477","36,477",TW,LCC,TAE/CJU,DOM,"31,892"
Sep-23,여객기,TAE,대구,GMP,김포,JNA,,1,,182,,0,,0,,0,,350,,0,,189,LJ,LCC,GMP/TAE,DOM,0
Sep-23,여객기,TAE,대구,ICN,인천,KAL,30,30,"1,909","1,769",16,16,0,0,0,0,"36,221","36,673",0,0,"4,200","4,200",KE,KE,ICN/TAE,DOM,"1,909"
Sep-23,여객기,USN,울산,CJU,제주,KAL,30,30,"3,767","3,822",100,102,0,0,0,0,"19,021","21,710",0,0,"4,200","4,200",KE,KE,USN/CJU,DOM,"3,767"
Sep-23,여객기,USN,울산,GMP,김포,JNA,29,29,"4,631","4,183",57,75,0,0,0,0,"13,352","13,568",0,0,"5,481","5,481",LJ,LCC,GMP/USN,DOM,"4,631"
Sep-23,여객기,USN,울산,GMP,김포,KAL,60,60,"7,329","7,264",72,85,0,0,0,"3,918","27,364","22,496",0,0,"8,400","8,400",KE,KE,GMP/USN,DOM,"7,329"
Sep-23,여객기,WJU,원주,CJU,제주,JNA,60,60,"8,141","8,054",99,107,0,0,0,0,"39,758","42,562",0,0,"11,340","11,340",LJ,LCC,WJU/CJU,DOM,"8,141"
Oct-23,여객기,CJJ,청주,CJU,제주,AAR,93,93,"13,845","15,285",191,234,0,0,0,0,"75,511","96,719",0,0,"16,335","16,335",OZ,OZ,CJJ/CJU,DOM,"13,845"
Oct-23,여객기,CJJ,청주,CJU,제주,EOK,102,102,"15,983","16,816",199,222,0,0,0,0,"84,722","105,811",0,0,"18,360","18,360",RF,LCC,CJJ/CJU,DOM,"15,983"
Oct-23,여객기,CJJ,청주,CJU,제주,ESR,121,120,"21,870","21,669",223,256,0,0,0,0,"102,111","116,027",0,0,"22,869","22,680",ZE,LCC,CJJ/CJU,DOM,"21,870"
Oct-23,여객기,CJJ,청주,CJU,제주,JJA,132,132,"22,962","23,581",231,185,0,0,0,0,"103,318","124,662",0,0,"24,948","24,948",7C,LCC,CJJ/CJU,DOM,"22,962"
Oct-23,여객기,CJJ,청주,CJU,제주,JNA,213,213,"37,296","37,258",506,469,0,0,0,0,"189,849","214,318",763,0,"40,370","40,370",LJ,LCC,CJJ/CJU,DOM,"37,296"
Oct-23,여객기,CJJ,청주,CJU,제주,KAL,108,108,"16,787","16,530",291,243,0,0,0,0,"95,789","94,000",0,0,"18,816","18,816",KE,KE,CJJ/CJU,DOM,"16,787"
Oct-23,여객기,CJJ,청주,CJU,제주,TWB,120,120,"20,994","21,508",319,383,0,0,0,0,"105,699","127,804",0,0,"22,680","22,680",TW,LCC,CJJ/CJU,DOM,"20,994"
Oct-23,여객기,CJU,제주,CJJ,청주,AAR,93,93,"15,285","13,845",234,191,0,0,0,0,"96,719","75,511",0,0,"16,335","16,335",OZ,OZ,CJJ/CJU,DOM,"15,285"
Oct-23,여객기,CJU,제주,CJJ,청주,EOK,102,102,"16,816","15,983",222,199,0,0,0,0,"105,811","84,722",0,0,"18,360","18,360",RF,LCC,CJJ/CJU,DOM,"16,816"
Oct-23,여객기,CJU,제주,CJJ,청주,ESR,121,121,"21,857","21,870",256,223,0,0,0,0,"117,026","102,111",0,0,"22,869","22,869",ZE,LCC,CJJ/CJU,DOM,"21,857"
Oct-23,여객기,CJU,제주,CJJ,청주,JJA,132,132,"23,581","22,962",185,231,0,0,0,0,"124,662","103,318",0,0,"24,948","24,948",7C,LCC,CJJ/CJU,DOM,"23,581"
Oct-23,여객기,CJU,제주,CJJ,청주,JNA,213,213,"37,258","37,296",469,506,0,0,0,0,"214,318","189,849",0,763,"40,370","40,370",LJ,LCC,CJJ/CJU,DOM,"37,258"
Oct-23,여객기,CJU,제주,CJJ,청주,KAL,108,108,"16,530","16,787",243,291,0,0,0,0,"94,000","95,789",0,0,"18,816","18,816",KE,KE,CJJ/CJU,DOM,"16,530"
Oct-23,여객기,CJU,제주,CJJ,청주,TWB,120,120,"21,508","20,994",383,319,0,0,0,0,"127,804","105,699",0,0,"22,680","22,680",TW,LCC,CJJ/CJU,DOM,"21,508"
Oct-23,여객기,CJU,제주,GMP,김포,AAR,834,829,"165,504","154,127","1,881","1,682",0,0,"836,565","671,815","953,330","848,620",0,0,"180,469","179,392",OZ,OZ,GMP/CJU,DOM,"165,504"
Oct-23,여객기,CJU,제주,GMP,김포,ABL,218,245,"40,660","44,928",345,373,0,0,"4,508",0,"200,503","187,018",0,0,"42,385","47,747",BX,LCC,GMP/CJU,DOM,"40,660"
Oct-23,여객기,CJU,제주,GMP,김포,ASV,120,121,"25,322","24,952",225,225,0,0,0,0,"109,395","98,883",0,0,"26,400","26,595",RS,LCC,GMP/CJU,DOM,"25,322"
Oct-23,여객기,CJU,제주,GMP,김포,ESR,477,479,"87,690","87,263",890,774,0,0,0,"1,277","419,610","362,865",0,0,"90,153","90,531",ZE,LCC,GMP/CJU,DOM,"87,690"
Oct-23,여객기,CJU,제주,GMP,김포,JJA,625,627,"112,267","115,531",981,"1,016",0,0,"10,150",0,"575,574","544,993",0,0,"118,125","118,503",7C,LCC,GMP/CJU,DOM,"112,267"
Oct-23,여객기,CJU,제주,GMP,김포,JNA,279,278,"52,570","50,100",425,423,0,0,"8,078","22,178","250,555","216,914",0,0,"54,498","53,901",LJ,LCC,GMP/CJU,DOM,"52,570"
Oct-23,여객기,CJU,제주,GMP,김포,KAL,810,812,"154,887","148,481","1,708","1,690",0,0,"1,069,376","1,026,554","1,017,538","894,002",0,0,"164,414","164,784",KE,KE,GMP/CJU,DOM,"154,887"
Oct-23,여객기,CJU,제주,GMP,김포,TWB,432,433,"79,714","77,877",696,678,0,0,0,1,"407,720","350,175",0,0,"81,648","81,837",TW,LCC,GMP/CJU,DOM,"79,714"
Oct-23,여객기,CJU,제주,HIN,사천,KAL,1,1,183,127,3,2,0,0,0,0,932,524,0,0,188,188,KE,KE,HIN/CJU,DOM,183
Oct-23,여객기,CJU,제주,ICN,인천,ASV,1,,192,,3,,0,,0,,817,,0,,195,,RS,LCC,ICN/CJU,DOM,192
Oct-23,여객기,CJU,제주,ICN,인천,ESR,3,,485,,0,,0,,0,,"2,225",,0,,567,,ZE,LCC,ICN/CJU,DOM,485
Oct-23,여객기,CJU,제주,ICN,인천,JJA,2,,227,,0,,0,,0,,922,,0,,378,,7C,LCC,ICN/CJU,DOM,227
Oct-23,여객기,CJU,제주,ICN,인천,JNA,1,,180,,2,,0,,0,,784,,0,,189,,LJ,LCC,ICN/CJU,DOM,180
Oct-23,여객기,CJU,제주,ICN,인천,KAL,1,,170,,3,,0,,0,,897,,0,,188,,KE,KE,ICN/CJU,DOM,170
Oct-23,여객기,CJU,제주,ICN,인천,TWB,1,,188,,0,,0,,0,,886,,0,,189,,TW,LCC,ICN/CJU,DOM,188
Oct-23,여객기,CJU,제주,KPO,포항 경주,JNA,62,62,"9,695","9,612",125,128,0,0,0,0,"56,664","51,645",0,0,"11,718","11,718",LJ,LCC,KPO/CJU,DOM,"9,695"
Oct-23,여객기,CJU,제주,KUV,군산,ESR,62,62,"10,820","10,078",152,143,0,0,0,0,"59,373","49,617",0,0,"11,718","11,718",ZE,LCC,KUV/CJU,DOM,"10,820"
Oct-23,여객기,CJU,제주,KUV,군산,JNA,59,59,"8,516","9,288",95,125,0,0,0,0,"47,464","47,381",0,0,"11,151","11,151",LJ,LCC,KUV/CJU,DOM,"8,516"
