년월,여객/화물,공항코드,공항명,상대공항코드,상대공항명,항공사,운항 출발,운항 도착,여객 출발,여객 도착,무임 출발,무임 도착,환승 출발,환승 도착,화물 출발,화물 도착,수하물 출발,수하물 도착,우편 출발,우편 도착,공급 출발,공급 도착,2LETTER,CARRIER,ROUTE,REGION,(총)출발 여객+환승
Jan-23,여객기,CJJ,청주,CJU,제주,AAR,58,58,"8,660","8,262",80,62,0,0,0,0,"42,603","45,823",0,0,"10,836","10,836",OZ,OZ,CJJ/CJU,DOM,"8,660"
Jan-23,여객기,CJJ,청주,CJU,제주,EOK,90,90,"15,600","15,484",118,142,0,0,0,0,"86,509","102,987",0,0,"16,200","16,200",RF,LCC,CJJ/CJU,DOM,"15,600"
Jan-23,여객기,CJJ,청주,CJU,제주,JJA,121,121,"21,367","21,248",152,130,0,0,0,0,"99,792","116,905",0,0,"22,869","22,869",7C,LCC,CJJ/CJU,DOM,"21,367"
Jan-23,여객기,CJJ,청주,CJU,제주,JNA,179,180,"33,302","33,056",238,268,0,0,0,0,"169,838","189,457",0,0,"34,180","34,368",LJ,LCC,CJJ/CJU,DOM,"33,302"
Jan-23,여객기,CJJ,청주,CJU,제주,KAL,87,87,"12,599","12,207",97,95,0,0,0,0,"67,089","73,749",0,0,"14,724","14,724",KE,KE,CJJ/CJU,DOM,"12,599"
Jan-23,여객기,CJJ,청주,CJU,제주,TWB,193,193,"33,680","33,925",279,266,0,0,73,0,"167,266","191,772",0,0,"36,477","36,477",TW,LCC,CJJ/CJU,DOM,"33,680"
Jan-23,여객기,CJU,제주,CJJ,청주,AAR,58,58,"8,262","8,660",62,80,0,0,0,0,"45,823","42,603",0,0,"10,836","10,836",OZ,OZ,CJJ/CJU,DOM,"8,262"
Jan-23,여객기,CJU,제주,CJJ,청주,EOK,90,90,"15,484","15,600",142,118,0,0,0,0,"102,987","86,509",0,0,"16,200","16,200",RF,LCC,CJJ/CJU,DOM,"15,484"
Jan-23,여객기,CJU,제주,CJJ,청주,JJA,121,121,"21,248","21,367",130,152,0,0,0,0,"116,905","99,792",0,0,"22,869","22,869",7C,LCC,CJJ/CJU,DOM,"21,248"
Jan-23,여객기,CJU,제주,CJJ,청주,JNA,180,179,"33,056","33,302",268,238,0,0,0,0,"189,457","169,838",0,0,"34,368","34,180",LJ,LCC,CJJ/CJU,DOM,"33,056"
Jan-23,여객기,CJU,제주,CJJ,청주,KAL,87,87,"12,207","12,599",95,97,0,0,0,0,"73,749","67,089",0,0,"14,724","14,724",KE,KE,CJJ/CJU,DOM,"12,207"
Jan-23,여객기,CJU,제주,CJJ,청주,TWB,193,193,"33,925","33,680",266,279,0,0,0,73,"191,772","167,266",0,0,"36,477","36,477",TW,LCC,CJJ/CJU,DOM,"33,925"
Jan-23,여객기,CJU,제주,GMP,김포,AAR,911,904,"157,551","150,563","1,193","1,175",0,0,"1,291,295","566,921","855,138","726,233",0,0,"183,936","181,421",OZ,OZ,GMP/CJU,DOM,"157,551"
Jan-23,여객기,CJU,제주,GMP,김포,ABL,303,302,"57,455","56,733",341,308,0,0,"97,156","3,018","273,941","249,627",0,0,"61,254","61,142",BX,LCC,GMP/CJU,DOM,"57,455"
Jan-23,여객기,CJU,제주,GMP,김포,ASV,161,162,"34,101","34,071",173,173,0,0,0,0,"147,874","134,843",0,0,"35,420","35,640",RS,LCC,GMP/CJU,DOM,"34,101"
Jan-23,여객기,CJU,제주,GMP,김포,JJA,635,635,"116,349","116,999",636,613,0,0,"13,040",0,"561,001","492,278",0,0,"120,015","120,015",7C,LCC,GMP/CJU,DOM,"116,349"
Jan-23,여객기,CJU,제주,GMP,김포,JNA,284,285,"52,307","52,335",241,251,0,0,"189,324","33,491","248,556","222,239",0,0,"54,402","54,590",LJ,LCC,GMP/CJU,DOM,"52,307"
Jan-23,여객기,CJU,제주,GMP,김포,KAL,869,861,"148,964","145,846","1,229","1,149",0,0,"1,977,254","997,294","861,800","758,291",0,0,"165,568","164,112",KE,KE,GMP/CJU,DOM,"148,964"
Jan-23,여객기,CJU,제주,GMP,김포,TWB,417,419,"76,074","76,758",397,387,0,0,0,0,"351,242","332,699",0,0,"78,971","79,349",TW,LCC,GMP/CJU,DOM,"76,074"
Jan-23,여객기,CJU,제주,ICN,인천,AAR,6,,"1,195",,6,,0,,0,,"6,765",,0,,"1,331",,OZ,OZ,ICN/CJU,DOM,"1,195"
Jan-23,여객기,CJU,제주,ICN,인천,ASV,1,,202,,0,,0,,0,,759,,0,,220,,RS,LCC,ICN/CJU,DOM,202
Jan-23,여객기,CJU,제주,ICN,인천,JJA,4,,689,,1,,0,,0,,"3,121",,0,,756,,7C,LCC,ICN/CJU,DOM,689
Jan-23,여객기,CJU,제주,ICN,인천,JNA,3,,452,,0,,0,,0,,"1,999",,0,,565,,LJ,LCC,ICN/CJU,DOM,452
Jan-23,여객기,CJU,제주,ICN,인천,KAL,2,,372,,1,,0,,0,,"1,787",,0,,376,,KE,KE,ICN/CJU,DOM,372
Jan-23,여객기,CJU,제주,ICN,인천,TWB,3,,682,,5,,0,,0,,"3,573",,0,,725,,TW,LCC,ICN/CJU,DOM,682
Jan-23,여객기,CJU,제주,KPO,포항 경주,JNA,59,58,"8,162","8,036",68,74,0,0,0,0,"48,965","42,990",0,0,"11,151","10,962",LJ,LCC,KPO/CJU,DOM,"8,162"
Jan-23,여객기,CJU,제주,KUV,군산,JNA,81,81,"12,108","12,451",102,104,0,0,0,1,"68,204","64,720",0,0,"15,309","15,309",LJ,LCC,KUV/CJU,DOM,"12,108"
Jan-23,여객기,CJU,제주,KWJ,광주,AAR,89,88,"13,960","13,119",104,102,0,0,0,0,"75,169","61,528",0,0,"15,486","15,312",OZ,OZ,KWJ/CJU,DOM,"13,960"
Jan-23,여객기,CJU,제주,KWJ,광주,JJA,60,60,"10,874","11,014",78,98,0,0,0,0,"55,958","52,239",0,0,"11,340","11,340",7C,LCC,KWJ/CJU,DOM,"10,874"
Jan-23,여객기,CJU,제주,KWJ,광주,JNA,90,90,"16,379","16,010",135,100,0,0,0,0,"88,812","75,575",0,0,"16,980","16,980",LJ,LCC,KWJ/CJU,DOM,"16,379"
Jan-23,여객기,CJU,제주,KWJ,광주,KAL,60,60,"7,698","7,929",43,44,0,0,"1,350",0,"40,271","37,728",0,0,"9,072","9,072",KE,KE,KWJ/CJU,DOM,"7,698"
Jan-23,여객기,CJU,제주,KWJ,광주,TWB,90,90,"16,541","16,600",132,119,0,0,0,0,"95,984","87,250",0,0,"17,010","17,010",TW,LCC,KWJ/CJU,DOM,"16,541"
Jan-23,여객기,CJU,제주,PUS,김해,ABL,308,308,"57,415","56,617",366,345,0,0,"200,728","57,766","304,496","269,865",0,0,"62,675","62,607",BX,LCC,PUS/CJU,DOM,"57,415"
Jan-23,여객기,CJU,제주,PUS,김해,JJA,192,191,"35,267","34,669",229,196,0,0,0,0,"190,077","167,551",0,0,"36,288","36,099",7C,LCC,PUS/CJU,DOM,"35,267"
Jan-23,여객기,CJU,제주,PUS,김해,JNA,100,101,"17,733","18,117",121,126,0,0,"115,901","75,925","90,928","86,478",0,0,"18,900","19,089",LJ,LCC,PUS/CJU,DOM,"17,733"
Jan-23,여객기,CJU,제주,PUS,김해,KAL,236,236,"34,987","33,264",286,277,0,0,"139,868","141,267","205,708","167,328",0,0,"37,534","37,480",KE,KE,PUS/CJU,DOM,"34,987"
Jan-23,여객기,CJU,제주,RSU,여수,AAR,58,59,"8,285","7,925",93,87,0,0,534,0,"48,807","41,979",0,0,"10,197","10,371",OZ,OZ,RSU/CJU,DOM,"8,285"
Jan-23,여객기,CJU,제주,RSU,여수,JNA,29,29,"4,668","4,861",37,44,0,0,0,0,"25,441","25,197",0,0,"5,481","5,481",LJ,LCC,RSU/CJU,DOM,"4,668"
Jan-23,여객기,CJU,제주,TAE,대구,AAR,60,60,"7,606","7,656",57,53,0,0,0,0,"40,328","37,644",0,0,"10,440","10,440",OZ,OZ,TAE/CJU,DOM,"7,606"
Jan-23,여객기,CJU,제주,TAE,대구,JJA,90,90,"16,110","15,608",98,94,0,0,0,0,"86,797","72,193",0,0,"17,010","17,010",7C,LCC,TAE/CJU,DOM,"16,110"
Jan-23,여객기,CJU,제주,TAE,대구,JNA,115,115,"20,514","20,042",140,126,0,0,0,0,"108,854","97,796",0,0,"21,704","21,704",LJ,LCC,TAE/CJU,DOM,"20,514"
Jan-23,여객기,CJU,제주,TAE,대구,TWB,319,318,"56,107","54,402",378,349,0,0,"9,946","39,250","294,932","249,053",0,0,"60,291","60,102",TW,LCC,TAE/CJU,DOM,"56,107"
Jan-23,여객기,CJU,제주,USN,울산,ABL,58,59,"8,269","7,795",100,93,0,0,0,0,"48,260","40,138",0,0,"10,440","10,620",BX,LCC,USN/CJU,DOM,"8,269"
Jan-23,여객기,CJU,제주,WJU,원주,JNA,51,51,"7,293","8,048",71,65,0,0,0,0,"43,659","42,977",0,0,"9,617","9,617",LJ,LCC,WJU/CJU,DOM,"7,293"
Jan-23,여객기,CJU,제주,YNY,양양,FGW,59,59,"9,803","9,961",68,70,0,0,79,0,"63,859","54,262",0,0,"11,151","11,151",4V,LCC,YNY/CJU,DOM,"9,803"
Jan-23,여객기,GMP,김포,CJU,제주,AAR,904,911,"150,563","157,551","1,175","1,193",0,0,"566,921","1,291,295","726,233","855,138",0,0,"181,421","183,936",OZ,OZ,GMP/CJU,DOM,"150,563"
Jan-23,여객기,GMP,김포,CJU,제주,ABL,302,303,"56,733","57,455",308,341,0,0,"3,018","97,156","249,627","273,941",0,0,"61,142","61,254",BX,LCC,GMP/CJU,DOM,"56,733"
Jan-23,여객기,GMP,김포,CJU,제주,ASV,162,161,"34,071","34,101",173,173,0,0,0,0,"134,843","147,874",0,0,"35,640","35,420",RS,LCC,GMP/CJU,DOM,"34,071"
Jan-23,여객기,GMP,김포,CJU,제주,JJA,635,635,"116,999","116,349",613,636,0,0,0,"13,040","492,278","561,001",0,0,"120,015","120,015",7C,LCC,GMP/CJU,DOM,"116,999"
Jan-23,여객기,GMP,김포,CJU,제주,JNA,285,284,"52,335","52,307",251,241,0,0,"33,491","189,324","222,239","248,556",0,0,"54,590","54,402",LJ,LCC,GMP/CJU,DOM,"52,335"
Jan-23,여객기,GMP,김포,CJU,제주,KAL,861,869,"145,846","148,964","1,149","1,229",0,0,"997,294","1,977,254","758,291","861,800",0,0,"164,112","165,568",KE,KE,GMP/CJU,DOM,"145,846"
Jan-23,여객기,GMP,김포,CJU,제주,TWB,419,417,"76,758","76,074",387,397,0,0,0,0,"332,699","351,242",0,0,"79,349","78,971",TW,LCC,GMP/CJU,DOM,"76,758"
Jan-23,여객기,GMP,김포,HIN,사천,JNA,62,62,"6,738","7,445",93,103,0,0,0,0,"17,601","21,515",0,0,"11,718","11,718",LJ,LCC,GMP/HIN,DOM,"6,738"
Jan-23,여객기,GMP,김포,KPO,포항 경주,JNA,29,30,"2,214","2,265",45,47,0,0,0,0,"6,208","6,663",0,0,"5,481","5,670",LJ,LCC,GMP/KPO,DOM,"2,214"
Jan-23,여객기,GMP,김포,KWJ,광주,AAR,53,53,"7,431","7,564",97,115,0,0,0,0,"20,324","26,365",0,0,"9,300","9,300",OZ,OZ,GMP/KWJ,DOM,"7,431"
Jan-23,여객기,GMP,김포,PUS,김해,ABL,387,389,"57,866","60,005",449,474,0,0,"50,793","57,220","176,138","172,057",0,0,"71,933","72,493",BX,LCC,GMP/PUS,DOM,"57,866"
Jan-23,여객기,GMP,김포,PUS,김해,ASV,64,64,"12,697","12,689",90,117,0,0,0,0,"28,624","29,397",0,0,"14,080","14,080",RS,LCC,GMP/PUS,DOM,"12,697"
Jan-23,여객기,GMP,김포,PUS,김해,JJA,77,78,"13,187","13,457",69,76,0,0,0,0,"35,158","32,724",0,0,"14,418","14,607",7C,LCC,GMP/PUS,DOM,"13,187"
Jan-23,여객기,GMP,김포,PUS,김해,JNA,37,38,"6,354","6,316",42,27,0,0,0,0,"18,317","13,641",0,0,"6,993","7,182",LJ,LCC,GMP/PUS,DOM,"6,354"
Jan-23,여객기,GMP,김포,PUS,김해,KAL,244,245,"31,333","32,522",232,265,0,0,"50,177","88,921","117,974","155,240",0,0,"36,578","36,718",KE,KE,GMP/PUS,DOM,"31,333"
Jan-23,여객기,GMP,김포,PUS,김해,TWB,122,122,"21,035","21,332",172,159,0,0,0,0,"50,242","55,038",0,0,"23,058","23,058",TW,LCC,GMP/PUS,DOM,"21,035"
Jan-23,여객기,GMP,김포,RSU,여수,AAR,58,57,"8,129","7,002",121,94,0,0,855,0,"27,504","27,158",0,0,"10,995","10,821",OZ,OZ,GMP/RSU,DOM,"8,129"
Jan-23,여객기,GMP,김포,RSU,여수,JNA,29,29,"2,794","4,061",32,69,0,0,0,0,"6,442","13,445",0,0,"5,481","5,481",LJ,LCC,GMP/RSU,DOM,"2,794"
Jan-23,여객기,GMP,김포,TAE,대구,JJA,4,4,637,327,11,5,0,0,0,0,"1,999",907,0,0,756,756,7C,LCC,GMP/TAE,DOM,637
Jan-23,여객기,GMP,김포,USN,울산,ABL,31,30,"3,744","4,574",49,70,0,0,0,0,"8,571","11,802",0,0,"5,580","5,400",BX,LCC,GMP/USN,DOM,"3,744"
Jan-23,여객기,GMP,김포,USN,울산,KAL,59,59,"6,721","6,799",97,93,0,0,"2,431",0,"24,471","28,538",0,0,"8,260","8,260",KE,KE,GMP/USN,DOM,"6,721"
Jan-23,여객기,HIN,사천,GMP,김포,JNA,62,62,"7,445","6,738",103,93,0,0,0,0,"21,515","17,601",0,0,"11,718","11,718",LJ,LCC,GMP/HIN,DOM,"7,445"
Jan-23,여객기,ICN,인천,CJU,제주,AAR,,6,,"1,195",,6,,0,,0,,"6,765",,0,,"1,331",OZ,OZ,ICN/CJU,DOM,0
Jan-23,여객기,ICN,인천,CJU,제주,ASV,,1,,202,,0,,0,,0,,759,,0,,220,RS,LCC,ICN/CJU,DOM,0
Jan-23,여객기,ICN,인천,CJU,제주,JJA,,4,,689,,1,,0,,0,,"3,121",,0,,756,7C,LCC,ICN/CJU,DOM,0
Jan-23,여객기,ICN,인천,CJU,제주,JNA,,3,,452,,0,,0,,0,,"1,999",,0,,565,LJ,LCC,ICN/CJU,DOM,0
Jan-23,여객기,ICN,인천,CJU,제주,KAL,,2,,372,,1,,0,,0,,"1,787",,0,,376,KE,KE,ICN/CJU,DOM,0
Jan-23,여객기,ICN,인천,CJU,제주,TWB,,3,,682,,5,,0,,0,,"3,573",,0,,725,TW,LCC,ICN/CJU,DOM,0
Jan-23,여객기,ICN,인천,PUS,김해,KAL,61,61,"7,532","7,822",46,36,0,0,0,0,"167,399","187,483",0,0,"9,835","9,808",KE,KE,ICN/PUS,DOM,"7,532"
Jan-23,여객기,KPO,포항 경주,CJU,제주,JNA,58,59,"8,036","8,162",74,68,0,0,0,0,"42,990","48,965",0,0,"10,962","11,151",LJ,LCC,KPO/CJU,DOM,"8,036"
Jan-23,여객기,KPO,포항 경주,GMP,김포,JNA,30,29,"2,265","2,214",47,45,0,0,0,0,"6,663","6,208",0,0,"5,670","5,481",LJ,LCC,GMP/KPO,DOM,"2,265"
Jan-23,여객기,KUV,군산,CJU,제주,JNA,81,81,"12,451","12,108",104,102,0,0,1,0,"64,720","68,204",0,0,"15,309","15,309",LJ,LCC,KUV/CJU,DOM,"12,451"
Jan-23,여객기,KWJ,광주,CJU,제주,AAR,88,89,"13,119","13,960",102,104,0,0,0,0,"61,528","75,169",0,0,"15,312","15,486",OZ,OZ,KWJ/CJU,DOM,"13,119"
Jan-23,여객기,KWJ,광주,CJU,제주,JJA,60,60,"11,014","10,874",98,78,0,0,0,0,"52,239","55,958",0,0,"11,340","11,340",7C,LCC,KWJ/CJU,DOM,"11,014"
Jan-23,여객기,KWJ,광주,CJU,제주,JNA,90,90,"16,010","16,379",100,135,0,0,0,0,"75,575","88,812",0,0,"16,980","16,980",LJ,LCC,KWJ/CJU,DOM,"16,010"
Jan-23,여객기,KWJ,광주,CJU,제주,KAL,60,60,"7,929","7,698",44,43,0,0,0,"1,350","37,728","40,271",0,0,"9,072","9,072",KE,KE,KWJ/CJU,DOM,"7,929"
Jan-23,여객기,KWJ,광주,CJU,제주,TWB,90,90,"16,600","16,541",119,132,0,0,0,0,"87,250","95,984",0,0,"17,010","17,010",TW,LCC,KWJ/CJU,DOM,"16,600"
Jan-23,여객기,KWJ,광주,GMP,김포,AAR,53,53,"7,564","7,431",115,97,0,0,0,0,"26,365","20,324",0,0,"9,300","9,300",OZ,OZ,GMP/KWJ,DOM,"7,564"
Jan-23,여객기,PUS,김해,CJU,제주,ABL,308,308,"56,617","57,415",345,366,0,0,"57,766","200,728","269,865","304,496",0,0,"62,607","62,675",BX,LCC,PUS/CJU,DOM,"56,617"
Jan-23,여객기,PUS,김해,CJU,제주,JJA,191,192,"34,669","35,267",196,229,0,0,0,0,"167,551","190,077",0,0,"36,099","36,288",7C,LCC,PUS/CJU,DOM,"34,669"
Jan-23,여객기,PUS,김해,CJU,제주,JNA,101,100,"18,117","17,733",126,121,0,0,"75,925","115,901","86,478","90,928",0,0,"19,089","18,900",LJ,LCC,PUS/CJU,DOM,"18,117"
Jan-23,여객기,PUS,김해,CJU,제주,KAL,236,236,"33,264","34,987",277,286,0,0,"141,267","139,868","167,328","205,708",0,0,"37,480","37,534",KE,KE,PUS/CJU,DOM,"33,264"
Jan-23,여객기,PUS,김해,GMP,김포,ABL,389,387,"60,005","57,866",474,449,0,0,"57,220","50,793","172,057","176,138",0,0,"72,493","71,933",BX,LCC,GMP/PUS,DOM,"60,005"
Jan-23,여객기,PUS,김해,GMP,김포,ASV,64,64,"12,689","12,697",117,90,0,0,0,0,"29,397","28,624",0,0,"14,080","14,080",RS,LCC,GMP/PUS,DOM,"12,689"
Jan-23,여객기,PUS,김해,GMP,김포,JJA,78,77,"13,457","13,187",76,69,0,0,0,0,"32,724","35,158",0,0,"14,607","14,418",7C,LCC,GMP/PUS,DOM,"13,457"
Jan-23,여객기,PUS,김해,GMP,김포,JNA,38,37,"6,316","6,354",27,42,0,0,0,0,"13,641","18,317",0,0,"7,182","6,993",LJ,LCC,GMP/PUS,DOM,"6,316"
Jan-23,여객기,PUS,김해,GMP,김포,KAL,245,244,"32,522","31,333",265,232,0,0,"88,921","50,177","155,240","117,974",0,0,"36,718","36,578",KE,KE,GMP/PUS,DOM,"32,522"
Jan-23,여객기,PUS,김해,GMP,김포,TWB,122,122,"21,332","21,035",159,172,0,0,0,0,"55,038","50,242",0,0,"23,058","23,058",TW,LCC,GMP/PUS,DOM,"21,332"
Jan-23,여객기,PUS,김해,ICN,인천,KAL,61,61,"7,822","7,532",36,46,0,0,0,0,"187,483","167,399",0,0,"9,808","9,835",KE,KE,ICN/PUS,DOM,"7,822"
Jan-23,여객기,RSU,여수,CJU,제주,AAR,59,58,"7,925","8,285",87,93,0,0,0,534,"41,979","48,807",0,0,"10,371","10,197",OZ,OZ,RSU/CJU,DOM,"7,925"
Jan-23,여객기,RSU,여수,CJU,제주,JNA,29,29,"4,861","4,668",44,37,0,0,0,0,"25,197","25,441",0,0,"5,481","5,481",LJ,LCC,RSU/CJU,DOM,"4,861"
Jan-23,여객기,RSU,여수,GMP,김포,AAR,57,58,"7,002","8,129",94,121,0,0,0,855,"27,158","27,504",0,0,"10,821","10,995",OZ,OZ,GMP/RSU,DOM,"7,002"
Jan-23,여객기,RSU,여수,GMP,김포,JNA,29,29,"4,061","2,794",69,32,0,0,0,0,"13,445","6,442",0,0,"5,481","5,481",LJ,LCC,GMP/RSU,DOM,"4,061"
Jan-23,여객기,RSU,여수,YNY,양양,FGW,17,17,"1,515","1,573",28,32,0,0,0,0,"6,448","6,159",0,0,"3,213","3,213",4V,LCC,YNY/RSU,DOM,"1,515"
Jan-23,여객기,TAE,대구,CJU,제주,AAR,60,60,"7,656","7,606",53,57,0,0,0,0,"37,644","40,328",0,0,"10,440","10,440",OZ,OZ,TAE/CJU,DOM,"7,656"
Jan-23,여객기,TAE,대구,CJU,제주,JJA,90,90,"15,608","16,110",94,98,0,0,0,0,"72,193","86,797",0,0,"17,010","17,010",7C,LCC,TAE/CJU,DOM,"15,608"
Jan-23,여객기,TAE,대구,CJU,제주,JNA,115,115,"20,042","20,514",126,140,0,0,0,0,"97,796","108,854",0,0,"21,704","21,704",LJ,LCC,TAE/CJU,DOM,"20,042"
Jan-23,여객기,TAE,대구,CJU,제주,TWB,318,319,"54,402","56,107",349,378,0,0,"39,250","9,946","249,053","294,932",0,0,"60,102","60,291",TW,LCC,TAE/CJU,DOM,"54,402"
Jan-23,여객기,TAE,대구,GMP,김포,JJA,4,4,327,637,5,11,0,0,0,0,907,"1,999",0,0,756,756,7C,LCC,GMP/TAE,DOM,327
Jan-23,여객기,USN,울산,CJU,제주,ABL,59,58,"7,795","8,269",93,100,0,0,0,0,"40,138","48,260",0,0,"10,620","10,440",BX,LCC,USN/CJU,DOM,"7,795"
Jan-23,여객기,USN,울산,GMP,김포,ABL,30,31,"4,574","3,744",70,49,0,0,0,0,"11,802","8,571",0,0,"5,400","5,580",BX,LCC,GMP/USN,DOM,"4,574"
Jan-23,여객기,USN,울산,GMP,김포,KAL,59,59,"6,799","6,721",93,97,0,0,0,"2,431","28,538","24,471",0,0,"8,260","8,260",KE,KE,GMP/USN,DOM,"6,799"
Jan-23,여객기,WJU,원주,CJU,제주,JNA,51,51,"8,048","7,293",65,71,0,0,0,0,"42,977","43,659",0,0,"9,617","9,617",LJ,LCC,WJU/CJU,DOM,"8,048"
Jan-23,여객기,YNY,양양,CJU,제주,FGW,59,59,"9,961","9,803",70,68,0,0,0,79,"54,262","63,859",0,0,"11,151","11,151",4V,LCC,YNY/CJU,DOM,"9,961"
Jan-23,여객기,YNY,양양,RSU,여수,FGW,17,17,"1,573","1,515",32,28,0,0,0,0,"6,159","6,448",0,0,"3,213","3,213",4V,LCC,YNY/RSU,DOM,"1,573"
Feb-23,여객기,CJJ,청주,CJU,제주,AAR,56,56,"10,358","10,245",91,63,0,0,0,0,"47,941","53,818",0,0,"10,920","10,920",OZ,OZ,CJJ/CJU,DOM,"10,358"
Feb-23,여객기,CJJ,청주,CJU,제주,EOK,89,89,"15,842","15,850",140,131,0,0,0,0,"88,954","103,133",0,0,"16,020","16,020",RF,LCC,CJJ/CJU,DOM,"15,842"
Feb-23,여객기,CJJ,청주,CJU,제주,JJA,112,112,"20,766","20,914",189,131,0,0,0,0,"97,435","116,945",0,0,"21,168","21,168",7C,LCC,CJJ/CJU,DOM,"20,766"
Feb-23,여객기,CJJ,청주,CJU,제주,JNA,168,168,"31,280","31,286",255,266,0,0,0,0,"159,549","176,740",0,0,"31,698","31,698",LJ,LCC,CJJ/CJU,DOM,"31,280"
Feb-23,여객기,CJJ,청주,CJU,제주,KAL,84,84,"14,830","14,551",150,158,0,0,0,0,"75,359","84,404",0,0,"15,792","15,792",KE,KE,CJJ/CJU,DOM,"14,830"
Feb-23,여객기,CJJ,청주,CJU,제주,TWB,167,167,"30,968","31,040",256,248,0,0,0,0,"156,436","179,488",0,0,"31,563","31,563",TW,LCC,CJJ/CJU,DOM,"30,968"
Feb-23,여객기,CJU,제주,CJJ,청주,AAR,56,56,"10,245","10,358",63,91,0,0,0,0,"53,818","47,941",0,0,"10,920","10,920",OZ,OZ,CJJ/CJU,DOM,"10,245"
Feb-23,여객기,CJU,제주,CJJ,청주,EOK,89,89,"15,850","15,842",131,140,0,0,0,0,"103,133","88,954",0,0,"16,020","16,020",RF,LCC,CJJ/CJU,DOM,"15,850"
Feb-23,여객기,CJU,제주,CJJ,청주,JJA,112,112,"20,914","20,766",131,189,0,0,0,0,"116,945","97,435",0,0,"21,168","21,168",7C,LCC,CJJ/CJU,DOM,"20,914"
Feb-23,여객기,CJU,제주,CJJ,청주,JNA,168,168,"31,286","31,280",266,255,0,0,0,0,"176,740","159,549",0,0,"31,698","31,698",LJ,LCC,CJJ/CJU,DOM,"31,286"
Feb-23,여객기,CJU,제주,CJJ,청주,KAL,84,84,"14,551","14,830",158,150,0,0,0,0,"84,404","75,359",0,0,"15,792","15,792",KE,KE,CJJ/CJU,DOM,"14,551"
Feb-23,여객기,CJU,제주,CJJ,청주,TWB,167,167,"31,040","30,968",248,256,0,0,0,0,"179,488","156,436",0,0,"31,563","31,563",TW,LCC,CJJ/CJU,DOM,"31,040"
Feb-23,여객기,CJU,제주,GMP,김포,AAR,870,870,"154,750","153,755","1,096","1,186",0,0,"1,014,017","533,066","773,629","698,512",0,0,"172,528","172,528",OZ,OZ,GMP/CJU,DOM,"154,750"
Feb-23,여객기,CJU,제주,GMP,김포,ABL,295,295,"57,766","57,406",327,348,0,0,"91,760",0,"278,723","255,492",0,0,"60,526","60,569",BX,LCC,GMP/CJU,DOM,"57,766"
Feb-23,여객기,CJU,제주,GMP,김포,ASV,144,144,"30,762","30,905",136,156,0,0,0,0,"132,786","120,813",0,0,"31,680","31,680",RS,LCC,GMP/CJU,DOM,"30,762"
Feb-23,여객기,CJU,제주,GMP,김포,JJA,589,589,"109,721","109,916",551,622,0,0,"11,360",0,"532,154","464,080",0,0,"111,291","111,306",7C,LCC,GMP/CJU,DOM,"109,721"
Feb-23,여객기,CJU,제주,GMP,김포,JNA,261,263,"48,158","48,542",231,236,0,0,"144,022","33,575","231,809","206,774",0,0,"49,242","49,619",LJ,LCC,GMP/CJU,DOM,"48,158"
Feb-23,여객기,CJU,제주,GMP,김포,KAL,824,824,"145,925","146,400","1,167","1,265",0,0,"1,917,018","897,607","801,934","741,046",0,0,"156,112","156,112",KE,KE,GMP/CJU,DOM,"145,925"
Feb-23,여객기,CJU,제주,GMP,김포,TWB,420,420,"77,505","77,313",438,435,0,0,0,0,"371,987","346,573",0,0,"79,380","79,380",TW,LCC,GMP/CJU,DOM,"77,505"
Feb-23,여객기,CJU,제주,ICN,인천,JNA,1,,188,,0,,0,,0,,874,,0,,189,,LJ,LCC,ICN/CJU,DOM,188
Feb-23,여객기,CJU,제주,KPO,포항 경주,JNA,53,53,"8,785","8,972",81,84,0,0,0,0,"49,525","45,533",0,0,"10,017","10,017",LJ,LCC,KPO/CJU,DOM,"8,785"
Feb-23,여객기,CJU,제주,KUV,군산,JNA,84,84,"14,746","14,937",102,118,0,0,0,0,"80,751","72,439",0,0,"15,876","15,876",LJ,LCC,KUV/CJU,DOM,"14,746"
Feb-23,여객기,CJU,제주,KWJ,광주,AAR,84,84,"14,110","13,919",87,107,0,0,0,0,"71,201","59,479",0,0,"14,616","14,616",OZ,OZ,KWJ/CJU,DOM,"14,110"
Feb-23,여객기,CJU,제주,KWJ,광주,JJA,56,56,"10,401","10,344",57,61,0,0,0,0,"53,272","46,581",0,0,"10,584","10,584",7C,LCC,KWJ/CJU,DOM,"10,401"
Feb-23,여객기,CJU,제주,KWJ,광주,JNA,84,84,"15,674","15,572",95,97,0,0,0,0,"82,806","72,043",0,0,"15,848","15,848",LJ,LCC,KWJ/CJU,DOM,"15,674"
Feb-23,여객기,CJU,제주,KWJ,광주,KAL,56,56,"8,588","8,851",42,35,0,0,0,0,"42,461","38,926",0,0,"9,286","9,286",KE,KE,KWJ/CJU,DOM,"8,588"
Feb-23,여객기,CJU,제주,KWJ,광주,TWB,84,84,"15,735","15,813",93,98,0,0,0,0,"89,263","80,996",0,0,"15,876","15,876",TW,LCC,KWJ/CJU,DOM,"15,735"
Feb-23,여객기,CJU,제주,PUS,김해,ABL,273,273,"53,748","52,762",312,358,0,0,"170,695","37,970","264,865","235,001",0,0,"56,239","56,196",BX,LCC,PUS/CJU,DOM,"53,748"
